name,blurb,slug,category,name_len,name_len_clean,launched_at_weekday,deadline_hr,created_at_month,launched_at_hr,create_to_launch_days,launch_to_deadline_days,SuccessfulBool,usd_goal,category_success_rate,category_popularity,category_median_goal,goal_vs_cat_median,location_popularity,location_success_rate
Help launch The Bunker: London's newest Off-West End theatre,The Bunker makes theatre with purpose: We provide ambitious artists a home in which to share their work with adventurous audiences.,help-launch-the-bunker-londons-newest-off-west-end,Spaces,9.0,9.0,Friday,9,8,7,23,21,0,9.492376930963347,0.45054945054945056,5.209486152841421,9.392745258631441,0.09497528039714738,7.633369649679584,0.3313981615868408
The Enchanted Cottage,"A magical space, full of fairytale favorites, designed to make each individual have a unique experience; children's dreams made real.",the-enchanted-cottage,Spaces,3.0,3.0,Monday,18,7,13,154,48,0,10.793968047510466,0.45054945054945056,5.209486152841421,9.392745258631441,0.8759781029714653,5.808142489980444,0.18862275449101795
Screening for Unapologetically Black the Movie,I would like to screen this documentary at CSU at their Black Studies Dept. Looking to fly panelist in. Hoping to screen nationwide. <3,screening-for-unapologetically-black-the-movie,Spaces,6.0,4.0,Tuesday,22,1,22,0,30,0,7.601402334583733,0.45054945054945056,5.209486152841421,9.392745258631441,-1.0265228148129708,5.707110264748875,0.23509933774834438
"Build Our Ampitheater - Build Franklin County, MO!","Friends for Change, a group of girls between the ages of 12 and 18 are building an outdoor Amphitheater as a gift to our community!",build-our-ampitheater-build-franklin-county-mo,Spaces,8.0,8.0,Saturday,9,8,9,30,30,0,9.392745258631441,0.45054945054945056,5.209486152841421,9.392745258631441,0.0,5.19295685089021,0.2596685082872928
Mots Écrits,"Labellisé 14-18, Mots Écrits est un projet itinérant de lectures à voix haute par des amateurs, mises en espace par une comédienne.",mots-ecrits,Spaces,2.0,2.0,Tuesday,2,6,4,13,29,0,7.938397200013728,0.45054945054945056,5.209486152841421,9.392745258631441,-0.8978611694088976,4.859812404361672,0.3153846153846154
Theatre Bath Bus,Imagine being able to take a performance anywhere! Meet the Theatre Bath Bus - a magical performance space where anything is possible.,bath-theatre-bus,Spaces,3.0,3.0,Monday,3,5,3,56,50,0,9.963652277557419,0.45054945054945056,5.209486152841421,9.392745258631441,0.4516531716059371,7.633369649679584,0.3313981615868408
Professional Venue for local artists!!,"Creating a place for local artists to perform, at substantially less cost for them",free-professional-venue-for-local-artists,Spaces,5.0,4.0,Sunday,22,4,22,0,60,0,8.31898612539206,0.45054945054945056,5.209486152841421,9.392745258631441,-0.7293629667271074,6.148468295917647,0.31982942430703626
CQ EAP Performing Arts 'THE LOFT',The Loft is CQEAP's latest studio. Located in Rockhampton's CBD we'll be running performing arts workshops for 5yrs to adults.,cq-eap-performing-arts-the-loft,Spaces,6.0,6.0,Friday,20,11,15,52,31,0,8.092184856444693,0.45054945054945056,5.209486152841421,9.392745258631441,-0.8331527463811755,4.941642422609304,0.14184397163120568
Paddock School Theater Improvement,"My hope is to raise $5845 and replace old stained and mismatched border curtains, cyclorama curtain, and backdrop.",paddock-school-theater-improvement,Spaces,4.0,4.0,Monday,0,8,12,12,54,0,8.673512945671192,0.45054945054945056,5.209486152841421,9.392745258631441,-0.5418778615163514,6.19644412779452,0.3475609756097561
Wild Men at the Bristol Cathedral,"Help fund the exciting first collaboration between Hotel Echo and Bristol Cathedral: WILD MEN, a show commemorating those lost in WW1.",wild-men-at-the-bristol-cathedral,Spaces,6.0,4.0,Tuesday,17,8,5,5,22,0,7.358198615691253,0.45054945054945056,5.209486152841421,9.392745258631441,-1.110062037057233,7.633369649679584,0.3313981615868408
Creating Cabaret,"When opportunity knocks, we answer!  Help expand the ravishingly talented troupe into a new and exciting market and venue!",creating-cabaret,Spaces,2.0,2.0,Monday,14,5,14,0,7,0,10.596659732783579,0.45054945054945056,5.209486152841421,9.392745258631441,0.7902350857065874,6.19644412779452,0.3475609756097561
Funding a home for our Children's Theater,We need a permanent home for the theater!,funding-a-home-for-our-childrens-theater,Spaces,7.0,4.0,Friday,10,2,10,0,60,0,10.819798284210286,0.45054945054945056,5.209486152841421,9.392745258631441,0.8866777747047431,5.5134287461649825,0.30522088353413657
Saving Americana: The Sidney Auto Vue Drive-In needs digital,"Help us exceed our goal to convert the Sidney Auto Vue Drive-In from 35mm to digital. This will cost upwards of $75,000. Thank you!",saving-americana-the-sidney-auto-vue-drive-in-need,Spaces,9.0,9.0,Wednesday,22,7,22,16,35,0,10.184937747111391,0.45054945054945056,5.209486152841421,9.392745258631441,0.5834397242305134,5.707110264748875,0.23509933774834438
All Puppet Players Need a Home,Help All Puppet Players perform it's 2015 season in a beautiful 200 seat theater for an entire year.,all-puppet-players-need-a-home,Spaces,6.0,5.0,Wednesday,9,7,9,36,31,0,9.90353755128617,0.45054945054945056,5.209486152841421,9.392745258631441,0.4126342103437671,5.726847747587197,0.16883116883116883
Funding for a new theater facility in Walker Minnesota,To let the arts continue in Walker Minnesota We need a performing arts space and art gallery,funding-for-a-new-theater-facility-in-walker-minne,Spaces,9.0,6.0,Tuesday,10,4,11,0,29,0,10.819798284210286,0.45054945054945056,5.209486152841421,9.392745258631441,0.8866777747047431,5.5134287461649825,0.30522088353413657
Showroom,"Showroom is a multi-disciplinary space providing unorthodox concerts, events & a platform creatives can express their creative vision",showroom,Spaces,1.0,1.0,Monday,22,7,13,31,51,0,9.210440366976517,0.45054945054945056,5.209486152841421,9.392745258631441,-0.16746583128421139,5.68697535633982,0.2939189189189189
Shady Slaughters Productions Haunted attraction,"A ""haunted house"" that benefits the community by helping local college students with volunteer hours and helping out local charities.",shady-slaughters-productions-haunted-attraction,Spaces,5.0,5.0,Friday,19,1,13,0,37,0,5.707110264748875,0.45054945054945056,5.209486152841421,9.392745258631441,-1.544501444154348,3.7612001156935624,0.22727272727272727
Bungers surfing Museum,I have been in the Surfing business since 1962 have a collection of surfing memorabilia I would like to open a surfing museum,bungers-surfing-museum,Spaces,3.0,3.0,Monday,16,9,16,66,60,0,9.90353755128617,0.45054945054945056,5.209486152841421,9.392745258631441,0.4126342103437671,7.323170717943469,0.4346965699208443
Palace Flophouse Theater,"Looking to establish a communal space for art shows, bands, farmer's markets, environmental education, and traditional skills.",palace-flophouse-theater,Spaces,3.0,3.0,Thursday,10,7,10,2,60,0,10.12667110305036,0.45054945054945056,5.209486152841421,9.392745258631441,0.5503881118261807,3.4339872044851463,0.34375
1 World Educational Theme Parks,A series of 6 educational theme parks. This project is to fund the plans and 3D designs required to build the first park.,1-world-educational-theme-parks,Spaces,5.0,5.0,Friday,9,2,9,4,30,0,11.16189132460015,0.45054945054945056,5.209486152841421,9.392745258631441,1.0185389932376951,7.633369649679584,0.3313981615868408
"OPEN THE OLD ""RIGON"" THEATER",Restoration of a theatre to make an educational center for youngs and a place to socialize for everybody through the power of art.,open-the-old-rigon-theater,Spaces,5.0,5.0,Thursday,3,1,3,62,50,0,9.919684199819647,0.45054945054945056,5.209486152841421,9.392745258631441,0.4232650393127369,1.9459101490553132,0.125
Let There Be Light! (and you get to name a ghost too!),"We, as a theatre, are 50 years old and our lights and building are even older so we are looking to update and revamp our lights.",let-there-be-light-and-you-get-to-name-a-ghost-too,Spaces,12.0,9.0,Wednesday,17,7,17,0,30,0,9.61587214452889,0.45054945054945056,5.209486152841421,9.392745258631441,0.20141060103513836,6.80128303447162,0.21666666666666667
Save the Roxy Theatre in Bremerton WA,Save the historic Roxy theatre in Bremerton WA from being repurposed as office space.,save-the-roxy-theatre-in-bremerton-wa,Spaces,7.0,5.0,Saturday,1,8,1,17,30,0,12.301387370778713,0.45054945054945056,5.209486152841421,9.392745258631441,1.3631900277837237,6.148468295917647,0.31982942430703626
Help Save Parkway Cinemas!,Save a historic Local theater.,help-save-parkway-cinemas,Spaces,4.0,4.0,Monday,13,7,13,2,30,0,13.815511557963774,0.45054945054945056,5.209486152841421,9.392745258631441,1.6906060725789307,5.808142489980444,0.18862275449101795
The Comedy Catch Relocation to the Choo Choo,In our 30th year we are relocating to the world famous Choo Choo on The South Side. We will be remodeling the old Station House.,the-comedy-catch-relocation-to-the-choo-choo,Spaces,8.0,6.0,Tuesday,13,4,7,147,29,0,9.210440366976517,0.45054945054945056,5.209486152841421,9.392745258631441,-0.16746583128421139,5.117993812416755,0.23809523809523808
Spec Haus,Members of the local Miami music scene are putting together a venue/creative space in Kendall!,spec-haus,Spaces,2.0,2.0,Saturday,17,9,17,8,35,0,8.006700845440367,0.45054945054945056,5.209486152841421,9.392745258631441,-0.8696369375808896,6.71174039505618,0.17496962332928312
Kickstart the Crossroads Community,"An epicenter for connection, creation and expression of the community.",kickstart-the-crossroads-community,Spaces,4.0,3.0,Wednesday,0,10,22,11,31,0,11.225256725762893,0.45054945054945056,5.209486152841421,9.392745258631441,1.0411637623254049,5.958424693029782,0.2912371134020619
The Castle Project,"A castle themed events center with large and small spaces to support a variety of arts i.e. performing, visual, music, theater, dance",the-castle-project-0,Spaces,3.0,3.0,Friday,20,6,20,16,25,0,10.12667110305036,0.45054945054945056,5.209486152841421,9.392745258631441,0.5503881118261807,5.68697535633982,0.2939189189189189
Gold Coast Wake Park,"Our mission is to offer an innovative family watersports attraction that is fun, safe, economical and a leader in its field.",gold-coast-wake-park,Spaces,4.0,4.0,Friday,0,6,0,3,30,0,12.475101662649656,0.45054945054945056,5.209486152841421,9.392745258631441,1.40667437170272,4.941642422609304,0.14184397163120568
Fabulous Foyer - where? At the Court Theatre in Christchurch,"Host a special event in your home, collect donations and turn containers in the foyer to a comfortable welcoming place to sit & chat!",fabulous-foyer-where-at-the-court-theater-in-chris,Spaces,10.0,8.0,Monday,17,8,17,3,30,0,8.57536396642343,0.45054945054945056,5.209486152841421,9.392745258631441,-0.5973966145142393,3.1354942159291497,0.3333333333333333
Theaters in the Loop - Hearing Loop Installation Project,Hearing loops will be installed in theaters to give hearing loss sufferers with cochlear implants and hearing aids much needed access.,theaters-in-the-loop-hearing-loop-installation-pro,Spaces,9.0,7.0,Wednesday,11,6,11,98,30,0,12.429220196836383,0.45054945054945056,5.209486152841421,9.392745258631441,1.3953717710401348,6.066108090103747,0.42592592592592593
"""Seven Zero Eight STL"" Burlesque, Restaurant, Pub and More!","708 STL is ONE of a kind! The Best Burlesque & Vaudeville, plus singing/dancing waitresses, high end comfort food & GREAT craft beer!",seven-zero-eight-stl-burlesque-restaurant-pub-and,Spaces,9.0,8.0,Friday,14,11,14,0,30,0,6.90875477931522,0.45054945054945056,5.209486152841421,9.392745258631441,-1.2481783262988706,5.19295685089021,0.2596685082872928
"Purpose Built Liverpool Comedy Club, Restaurant & Bar","Liverpool's 1st purpose built 7 night a week comedy club, bar & restaurant with live music & much more",purpose-built-liverpool-comedy-club-restaurant-and,Spaces,8.0,8.0,Wednesday,11,11,11,12,21,0,9.432377223123613,0.45054945054945056,5.209486152841421,9.392745258631441,0.03886677022688413,7.633369649679584,0.3313981615868408
The Echo Theatre 2015,Anyone can create. They just need a place and an opportunity. The Echo Theatre (Provo) provides that opportunity.,the-echo-theatre-2015,Spaces,4.0,4.0,Friday,0,4,12,0,17,0,9.392745258631441,0.45054945054945056,5.209486152841421,9.392745258631441,0.0,5.7745515455444085,0.33436532507739936
Crosswalk Theatre - Starting Capital,Crosswalk Theatre Company - Network Directory promotes all stage talent. Increasing your odds to connect to the right hiring person.,crosswalk-theatre-starting-capital,Spaces,5.0,5.0,Saturday,20,10,11,1,14,0,9.392745258631441,0.45054945054945056,5.209486152841421,9.392745258631441,0.0,6.80128303447162,0.21666666666666667
"Performing and Visual Arts Center, Rochester, NY","Conversion of a long dormant synagogue into a Performing and Visual Arts Center, revitalizing Rochester's inner city.",performing-and-visual-arts-center-rochester-ny,Spaces,7.0,6.0,Friday,14,1,11,93,58,0,14.845130332288226,0.45054945054945056,5.209486152841421,9.392745258631441,1.8644498413178443,7.323170717943469,0.4346965699208443
"Théâtre d'automates ""culture de vie""","Création d'un théâtre de marionnettes automatisées et informatisées portant sur la nature et l'écologie.
""La symphonie du monde""",theatre-dautomates-culture-de-vie,Spaces,5.0,5.0,Tuesday,7,2,7,0,30,0,10.234834785877437,0.45054945054945056,5.209486152841421,9.392745258631441,0.6109005399343135,3.2188758248682006,0.07692307692307693
The Little MAGIC Theatre,Magic Morgan & Liliana are raising funds to expand their famed traveling magic show to a theater of magic.,the-little-magic-theatre,Spaces,4.0,4.0,Wednesday,21,3,21,110,50,0,9.61587214452889,0.45054945054945056,5.209486152841421,9.392745258631441,0.20141060103513836,4.941642422609304,0.3191489361702128
"10,000 Hours","Helping female comedians get in their 10,000 Hours of practice!",10000-hours-0,Spaces,2.0,2.0,Monday,10,6,10,40,60,0,9.210440366976517,0.45054945054945056,5.209486152841421,9.392745258631441,-0.16746583128421139,8.000014093678072,0.374916163648558
Make The Historic Dungeness Schoolhouse Stage ADA Accessible,Help replace a broken chairlift with a vertical lift making all forms of arts and education accessible on our historical antique stage.,make-the-historic-dungeness-schoolhouse-stage-ada,Spaces,8.0,8.0,Monday,21,9,21,140,30,0,11.002116507732017,0.45054945054945056,5.209486152841421,9.392745258631441,0.9591092915856122,6.148468295917647,0.31982942430703626
The Shamrock Drafthouse Theater,"An arts and craft beer theater showcasing local talent, locally crafted beer and providing performance and rehearsal space.",the-shamrock-drafthouse-theater,Spaces,4.0,4.0,Wednesday,12,3,12,11,30,0,11.601174409190865,0.45054945054945056,5.209486152841421,9.392745258631441,1.1657814561692155,5.68697535633982,0.2939189189189189
Urban Nightmares - A Scary Adventure in Southwest Oklahoma,A scary place to bring your friends. Interactive so that the people that were scared before get to scare others later. A diner on site.,urban-nightmares-a-scary-adventure-in-southwest-ok,Spaces,9.0,8.0,Wednesday,10,7,10,7,60,0,11.225256725762893,0.45054945054945056,5.209486152841421,9.392745258631441,1.0411637623254049,4.0943445622221,0.16393442622950818
spoken word pop-up:,We are creating a mobile community devoted to the spreading and sharing of spoken word and other kinds of storytelling.,spoken-word-pop-up,Spaces,3.0,3.0,Friday,5,5,5,0,30,0,7.125706493416168,0.45054945054945056,5.209486152841421,9.392745258631441,-1.1838839982403864,4.060443010546419,0.22033898305084745
